materialSampleID,occurrenceID,eventID,eventDate,eventDate2,eventDate3,basisOfRecord,recordedBy,identifiedBy,collectionCode,individualCount,sex,lifeStage,establishmentMeans,degreeOfEstablishment,occurrenceStatus,dateIdentified,identificationRemarks,scientificName,kingdom,taxonRank,nomenclaturalCode
"",ITG:MEMO: 00081381,ITG:MEMO:EVM19E5O130JUL04,2019-07-04/2019-08-01,2019-07-04,2019-08-01,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081391,ITG:MEMO:EVM19E5O130JUN06,2019-06-06/2019-07-04,2019-06-06,2019-07-04,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081401,ITG:MEMO:EVM19E5O130MEI09,2019-05-10/2019-06-06,2019-05-10,2019-06-06,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081411,ITG:MEMO:EVM19E5O130OKT24,2019-10-24/2019-11-19,2019-10-24,2019-11-19,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081421,ITG:MEMO:EVM19E5O130SEP26,2019-10-02/2019-10-24,2019-10-02,2019-10-24,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081431,ITG:MEMO:EVM19E6O101APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081441,ITG:MEMO:EVM19E6O101AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081451,ITG:MEMO:EVM19E6O101JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081461,ITG:MEMO:EVM19E6O101JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081471,ITG:MEMO:EVM19E6O101MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081481,ITG:MEMO:EVM19E6O101OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081491,ITG:MEMO:EVM19E6O101SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081501,ITG:MEMO:EVM19E6O102APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081511,ITG:MEMO:EVM19E6O102AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081521,ITG:MEMO:EVM19E6O102JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081531,ITG:MEMO:EVM19E6O102JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081541,ITG:MEMO:EVM19E6O102MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081551,ITG:MEMO:EVM19E6O102OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081561,ITG:MEMO:EVM19E6O102SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081571,ITG:MEMO:EVM19E6O103APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081581,ITG:MEMO:EVM19E6O103AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081591,ITG:MEMO:EVM19E6O103JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081601,ITG:MEMO:EVM19E6O103JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081611,ITG:MEMO:EVM19E6O103MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081621,ITG:MEMO:EVM19E6O103OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081631,ITG:MEMO:EVM19E6O103SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081641,ITG:MEMO:EVM19E6O104APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081651,ITG:MEMO:EVM19E6O104AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081661,ITG:MEMO:EVM19E6O104JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081671,ITG:MEMO:EVM19E6O104JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081681,ITG:MEMO:EVM19E6O104MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081691,ITG:MEMO:EVM19E6O104OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081701,ITG:MEMO:EVM19E6O104SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081711,ITG:MEMO:EVM19E6O105APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081721,ITG:MEMO:EVM19E6O105AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081731,ITG:MEMO:EVM19E6O105JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081741,ITG:MEMO:EVM19E6O105JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081751,ITG:MEMO:EVM19E6O105MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081761,ITG:MEMO:EVM19E6O105OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081771,ITG:MEMO:EVM19E6O105SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081781,ITG:MEMO:EVM19E6O106APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081791,ITG:MEMO:EVM19E6O106AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081801,ITG:MEMO:EVM19E6O106JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081811,ITG:MEMO:EVM19E6O106JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081821,ITG:MEMO:EVM19E6O106MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081831,ITG:MEMO:EVM19E6O106OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081841,ITG:MEMO:EVM19E6O106SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081851,ITG:MEMO:EVM19E6O107APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081861,ITG:MEMO:EVM19E6O107AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081871,ITG:MEMO:EVM19E6O107JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081881,ITG:MEMO:EVM19E6O107JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081891,ITG:MEMO:EVM19E6O107MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00081901,ITG:MEMO:EVM19E6O107OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M19Molec20AR,ITG:MEMO:M19O0212,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,1,"",egg,introduced,reproducing,present,7/10/2019,B7 AV,Aedes albopictus,Animalia,species,ICZN
M19Molec20AR,ITG:MEMO:M19O0213,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,1,"",egg,introduced,reproducing,present,7/10/2019,B8 AV,Aedes albopictus,Animalia,species,ICZN
M19Molec20AR,ITG:MEMO:M19O0214,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,1,"",egg,introduced,reproducing,present,7/10/2019,C1 AV,Aedes albopictus,Animalia,species,ICZN
M19E601AR,ITG:MEMO:M19O0215,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,29,"",egg,introduced,reproducing,present,7/10/2019,AV still on polysterene,Aedes albopictus,Animalia,species,ICZN
M19Molec20AR,ITG:MEMO:M19O0216,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,1,"",egg,introduced,reproducing,present,7/10/2019,C2 VV,Aedes albopictus,Animalia,species,ICZN
M19Molec20AR,ITG:MEMO:M19O0217,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,1,"",egg,introduced,reproducing,present,7/10/2019,C3 VV,Aedes albopictus,Animalia,species,ICZN
M19Molec20AR,ITG:MEMO:M19O0218,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,1,"",egg,introduced,reproducing,present,7/10/2019,C4 VV,Aedes albopictus,Animalia,species,ICZN
M19E601AR,ITG:MEMO:M19O0219,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,28,"",egg,introduced,reproducing,present,7/10/2019,VV still on polysterene,Aedes albopictus,Animalia,species,ICZN
M19Molec20AR,ITG:MEMO:M19O0220,ITG:MEMO:EVM19E6O107SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,Katrien,ITG:Memo,1,"",egg,introduced,reproducing,present,7/10/2019,C5 LV,Aedes albopictus,Animalia,species,ICZN
"",ITG:MEMO: 00082001,ITG:MEMO:EVM19E6O108APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082011,ITG:MEMO:EVM19E6O108AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082021,ITG:MEMO:EVM19E6O108JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082031,ITG:MEMO:EVM19E6O108JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082041,ITG:MEMO:EVM19E6O108MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082051,ITG:MEMO:EVM19E6O108OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082061,ITG:MEMO:EVM19E6O108SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082071,ITG:MEMO:EVM19E6O109APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082081,ITG:MEMO:EVM19E6O109AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082091,ITG:MEMO:EVM19E6O109JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082101,ITG:MEMO:EVM19E6O109JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082111,ITG:MEMO:EVM19E6O109MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082121,ITG:MEMO:EVM19E6O109OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082131,ITG:MEMO:EVM19E6O109SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082141,ITG:MEMO:EVM19E6O110APR17,2019-04-17/2019-05-15,2019-04-17,2019-05-15,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082151,ITG:MEMO:EVM19E6O110AUG07,2019-08-07/2019-09-04,2019-08-07,2019-09-04,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082161,ITG:MEMO:EVM19E6O110JUL10,2019-07-10/2019-08-07,2019-07-10,2019-08-07,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082171,ITG:MEMO:EVM19E6O110JUN12,2019-06-12/2019-07-10,2019-06-12,2019-07-10,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082181,ITG:MEMO:EVM19E6O110MEI15,2019-05-15/2019-06-12,2019-05-15,2019-06-12,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082191,ITG:MEMO:EVM19E6O110OKT02,2019-10-02/2019-10-30,2019-10-02,2019-10-30,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082201,ITG:MEMO:EVM19E6O110SEP04,2019-09-04/2019-10-02,2019-09-04,2019-10-02,HumanObservation,VMM,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082211,ITG:MEMO:EVM19E8O071APR18,2019-04-18/2019-05-20,2019-04-18,2019-05-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082221,ITG:MEMO:EVM19E8O071AUG08,2019-08-20/2019-09-25,2019-08-20,2019-09-25,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082231,ITG:MEMO:EVM19E8O071JUL11,2019-07-20/2019-08-20,2019-07-20,2019-08-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082241,ITG:MEMO:EVM19E8O071JUN13,2019-06-13/2019-07-20,2019-06-13,2019-07-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082251,ITG:MEMO:EVM19E8O071MEI16,2019-05-20/2019-06-13,2019-05-20,2019-06-13,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082261,ITG:MEMO:EVM19E8O071SEP05,2019-09-25/2019-10-31,2019-09-25,2019-10-31,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082271,ITG:MEMO:EVM19E8O072APR18,2019-04-18/2019-05-20,2019-04-18,2019-05-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082281,ITG:MEMO:EVM19E8O072AUG08,2019-08-20/2019-09-25,2019-08-20,2019-09-25,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M19Molec16AR,ITG:MEMO:M19O0159,ITG:MEMO:EVM19E8O072JUL11,2019-07-20/2019-08-20,2019-07-20,2019-08-20,HumanObservation,DGO1,Katrien,ITG:Memo,1,"",egg,native,native,present,23/08/2019,E2 AV,Aedes geniculatus,Animalia,species,ICZN
M19E801AR,ITG:MEMO:M19O0161,ITG:MEMO:EVM19E8O072JUL11,2019-07-20/2019-08-20,2019-07-20,2019-08-20,HumanObservation,DGO1,Katrien,ITG:Memo,7,"",egg,native,native,present,23/08/2019,"",Aedes geniculatus,Animalia,species,ICZN
M19Molec16AR,ITG:MEMO:M19O0160,ITG:MEMO:EVM19E8O072JUL11,2019-07-20/2019-08-20,2019-07-20,2019-08-20,HumanObservation,DGO1,Katrien,ITG:Memo,1,"",egg,native,native,present,23/08/2019,E3 AV,Aedes geniculatus,Animalia,species,ICZN
M19Molec16AR,ITG:MEMO:M19O0162,ITG:MEMO:EVM19E8O072JUL11,2019-07-20/2019-08-20,2019-07-20,2019-08-20,HumanObservation,DGO1,Katrien,ITG:Memo,1,"",egg,native,native,present,23/08/2019,E4 RV,Aedes geniculatus,Animalia,species,ICZN
M19Molec16AR,ITG:MEMO:M19O0163,ITG:MEMO:EVM19E8O072JUL11,2019-07-20/2019-08-20,2019-07-20,2019-08-20,HumanObservation,DGO1,Katrien,ITG:Memo,1,"",egg,native,native,present,23/08/2019,E5 RV,Aedes geniculatus,Animalia,species,ICZN
"",ITG:MEMO: 00082341,ITG:MEMO:EVM19E8O072JUN13,2019-06-13/2019-07-20,2019-06-13,2019-07-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082351,ITG:MEMO:EVM19E8O072MEI16,2019-05-20/2019-06-13,2019-05-20,2019-06-13,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082361,ITG:MEMO:EVM19E8O072SEP05,2019-09-25/2019-10-31,2019-09-25,2019-10-31,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082371,ITG:MEMO:EVM19E8O073APR18,2019-04-18/2019-05-20,2019-04-18,2019-05-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082381,ITG:MEMO:EVM19E8O073AUG08,2019-08-20/2019-09-25,2019-08-20,2019-09-25,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082391,ITG:MEMO:EVM19E8O073JUL11,2019-07-20/2019-08-20,2019-07-20,2019-08-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082401,ITG:MEMO:EVM19E8O073JUN13,2019-06-13/2019-07-20,2019-06-13,2019-07-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082411,ITG:MEMO:EVM19E8O073MEI16,2019-05-20/2019-06-13,2019-05-20,2019-06-13,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082421,ITG:MEMO:EVM19E8O073SEP05,2019-09-25/2019-10-31,2019-09-25,2019-10-31,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082431,ITG:MEMO:EVM19E8O074APR18,2019-04-18/2019-05-20,2019-04-18,2019-05-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082441,ITG:MEMO:EVM19E8O074AUG08,2019-08-20/2019-09-25,2019-08-20,2019-09-25,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082451,ITG:MEMO:EVM19E8O074JUL11,2019-07-20/2019-08-20,2019-07-20,2019-08-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082461,ITG:MEMO:EVM19E8O074JUN13,2019-06-13/2019-07-20,2019-06-13,2019-07-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082471,ITG:MEMO:EVM19E8O074MEI16,2019-05-20/2019-06-13,2019-05-20,2019-06-13,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082481,ITG:MEMO:EVM19E8O074SEP05,2019-09-25/2019-10-31,2019-09-25,2019-10-31,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082491,ITG:MEMO:EVM19E8O075APR18,2019-04-18/2019-05-20,2019-04-18,2019-05-20,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00082501,ITG:MEMO:EVM19E8O075AUG08,2019-08-20/2019-09-25,2019-08-20,2019-09-25,HumanObservation,DGO1,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
